Step,Loss
37700,2.105
37725,2.061
37750,2.083
37775,2.0353
37800,2.1515
37825,2.1938
37850,2.106
37875,2.0511
37900,2.207
37925,2.1308
37950,2.1106
37975,2.1219
38000,2.1041
38025,2.1256
38050,2.0111
38075,2.1018
38100,2.1268
38125,2.1163
38150,2.1869
38175,2.0826
38200,2.1472
38225,2.0578
38250,2.125
38275,2.1349
38300,2.0501
38325,2.1066
38350,2.0609
38375,2.1609
38400,2.1518
38425,2.1441
38450,2.0768
38475,2.0638
38500,2.0462
38525,2.1431
38550,2.046
38575,2.0545
38600,2.1156
38625,2.1051
38650,2.1214
38675,2.0652
38700,2.071
38725,2.1125
38750,2.0437
38775,2.1404
38800,2.0974
38825,2.0471
38850,2.0455
38875,2.0919
38900,2.1409
38925,2.1312
38950,2.0953
38975,2.0916
39000,2.1359
39025,2.1852
39050,2.1752
39075,2.0996
39100,2.0726
39125,2.1461
39150,2.0743
39175,2.1524
39200,2.1083
39225,2.0992
39250,2.1459
39275,2.033
39300,2.086
39325,2.1152
39350,2.0166
39375,2.0443
39400,2.1327
39425,2.0983
39450,2.115
39475,2.0801
39500,2.1089
39525,2.1547
39550,2.134
39575,2.1322
39600,2.1228
39625,2.1196
39650,2.1209
39675,2.0984
39700,2.1277
39725,2.0573
39750,2.1181
39775,2.1093
39800,2.0571
39825,2.0362
39850,2.1022
39875,2.1141
39900,2.0059
39925,2.0577
39950,2.1099
39975,2.1619
40000,2.0973
40025,2.1311
40050,2.0833
40075,2.0636
40100,2.1307
40125,2.1168
40150,2.2092
40175,2.1486
40200,2.0966
40225,2.2136
40250,2.1612
40275,2.1676
40300,2.1714
40325,2.0784
40350,2.0981
40375,2.0814
40400,2.106
40425,2.1213
40450,2.0801
40475,2.1251
40500,2.0702
40525,2.0922
40550,2.0982
40575,2.1713
40600,2.0917
40625,2.1093
40650,2.0944
40675,2.0949
40700,2.1116
40725,2.0902
40750,2.1429
40775,2.0635
40800,2.1369
40825,2.1071
40850,2.1567
40875,2.1245
40900,2.1759
40925,2.1458
40950,2.1082
40975,2.0768
41000,2.0442
41025,2.1355
41050,2.1434
41075,2.0848
41100,2.0787
41125,2.0896
41150,2.1308
41175,2.1461
41200,2.2092
41225,2.1263
41250,2.1782
41275,2.092
41300,2.0283
41325,2.0353
41350,2.1535
41375,2.1508
41400,2.1234
41425,2.1226
41450,2.1234
41475,2.1024
41500,2.1278
41525,2.0399
41550,2.0838
41575,2.1237
41600,2.079
41625,2.174
41650,2.144
41675,2.0804
41700,2.2236
41725,2.0412
41750,2.0908
41775,2.0051
41800,2.0988
41825,2.1131
41850,2.1274
41875,2.1491
41900,2.0513
41925,2.1512
41950,2.0937
41975,2.086
42000,2.0871
42025,2.0799
42050,2.0955
42075,2.1753
42100,2.0947
42125,2.1238
42150,2.0392
42175,2.1451
42200,2.0582
42225,2.084
42250,2.1127
42275,2.0712
42300,2.1366
42325,2.1427
42350,2.0846
42375,2.0055
42400,2.1638
42425,2.142
42450,2.0742
42475,2.058
42500,2.0751
42525,2.1215
42550,2.1068
42575,2.0113
42600,2.1537
42625,2.0946
42650,2.1119
42675,2.1137
42700,2.0275
42725,2.2019
42750,2.1715
42775,2.1129
42800,2.1711
42825,2.1291
42850,2.0236
42875,2.0175
42900,2.0718
42925,2.1439
42950,2.1906
42975,2.0484
43000,2.093
43025,2.0885
43050,2.1071
43075,2.0315
43100,2.1114
43125,2.0915
43150,2.0996
43175,2.0079
43200,2.1612
43225,1.971
43250,2.0482
43275,2.1263
43300,2.1001
43325,2.0701
43350,2.1312
43375,2.0984
43400,2.0464
43425,2.0414
43450,2.1446
43475,2.1161
43500,2.1526
43525,2.126
43550,2.1075
43575,2.0208
43600,2.0441
43625,2.1507
43650,2.0343
43675,2.1609
43700,2.1564
43725,2.1501
43750,2.1633
43775,1.9979
43800,2.1586
43825,2.0988
43850,2.1165
43875,2.1791
43900,2.0851
43925,2.1144
43950,2.0812
43975,2.1385
44000,2.1459
44025,2.0715
44050,2.0318
44075,2.1224
44100,2.0255
44125,2.0696
44150,2.087
44175,2.1098
44200,2.0916
44225,2.0861
44250,2.1593
44275,2.0756
44300,2.1235
44325,2.1176
44350,2.1265
44375,2.0835
44400,2.0985
44425,2.0799
44450,2.0897
44475,2.095
44500,2.2586
44525,2.0728
44550,2.1723
44575,2.1003
44600,2.1372
44625,2.1444
44650,2.1619
44675,2.1136
44700,2.1883
44725,2.1268
44750,2.1326
44775,2.1508
44800,2.115
44825,2.0512
44850,2.1288
44875,2.1043
44900,2.1612
44925,2.1794
44950,2.1055
44975,2.0077
45000,2.1713
45025,2.1119
45050,2.1818
45075,2.1077
45100,2.0885
45125,2.0799
45150,2.1327
45175,2.0441
45200,2.1341
45225,2.032
45250,2.0513
45275,2.149
45300,2.1303
45325,2.0945
45350,1.991
45375,2.067
45400,2.0954
45425,2.1464
45450,2.1558
45475,2.0275
45500,2.1364
45525,2.0437
45550,2.0561
45575,2.0847
45600,2.1542
45625,2.104
45650,2.1021
45675,1.9891
45700,2.1629
45725,2.0951
45750,2.1222
45775,2.0651
45800,2.0314
45825,2.0811
45850,2.1091
45875,2.1226
45900,2.1226
45925,2.121
45950,2.0149
45975,2.1287
46000,2.1147
46025,2.1042
46050,2.0734
46075,2.1241
46100,2.0982
46125,2.1416
46150,2.1139
46175,2.1214
46200,2.0824
46225,2.1315
46250,2.205
46275,2.0946
46300,2.1142
46325,2.0794
46350,2.1437
46375,2.101
46400,2.1051
46425,2.0589
46450,2.1443
46475,2.1335
46500,2.1081
46525,2.13
46550,2.0686
46575,2.1394
46600,2.0721
46625,2.0414
46650,2.0915
46675,2.0705
46700,2.133
46725,2.0329
46750,2.1407
46775,2.0765
46800,2.0802
46825,2.0472
46850,2.0798
46875,2.1461
46900,2.1778
46925,2.0424
46950,2.0969
46975,2.117
47000,2.1219
47025,2.042
47050,2.145
47075,2.1401
47100,1.973
47125,2.1859
47150,2.1366
47175,2.1156
47200,2.093
47225,2.1385
47250,2.0476
47275,2.1479
47300,2.1045
47325,2.1133
47350,2.0857
47375,2.1731
47400,2.0643
47425,2.0991
47450,2.0686
47475,2.1029
47500,2.1335
47525,2.1176
47550,2.1619
47575,2.0996
47600,2.093
47625,2.0431
47650,2.1
47675,2.1226
47700,2.1959
47725,2.1533
47750,2.1914
47775,2.0883
47800,2.0363
47825,2.0837
47850,2.0003
47875,2.031
47900,2.167
47925,2.1756
47950,2.1057
47975,2.0723
48000,2.1645
48025,2.0233
48050,2.1894
48075,2.1518
48100,2.0837
48125,2.0996
48150,2.1293
48175,2.1772
48200,2.0576
48225,2.086
48250,2.1141
48275,2.1167
48300,2.1338
48325,2.0509
48350,2.1254
48375,2.1284
48400,2.0972
48425,2.1923
48450,2.1466
48475,2.0939
48500,2.0911
48525,2.0902
48550,2.1939
48575,2.0688
48600,2.0794
48625,2.1244
48650,2.1021
48675,2.017
48700,2.172
48725,2.089
48750,2.0993
48775,2.1104
48800,2.1678
48825,2.141
48850,2.0757
48875,2.102
48900,2.1846
48925,2.0696
48950,2.1446
48975,2.0501
49000,2.0272
49025,2.0909
49050,2.1714
49075,2.181
49100,2.0837
49125,2.0789
49150,2.1464
49175,2.0768
49200,2.1671
49225,2.1346
49250,2.165
49275,2.1135
49300,2.1524
49325,2.1413
49350,2.1031
49375,2.1313
49400,2.1396
49425,2.078
49450,2.1205
49475,2.0545
49500,2.2167
49525,2.0613
49550,2.0999
49575,2.1078
49600,2.0364
49625,2.0592
49650,2.1388
49675,2.0276
49700,2.1283
49725,2.0475
49750,2.0205
49775,1.8943
49800,2.05
49825,1.9845
49850,1.9758
49875,1.9354
49900,2.0254
49925,1.8656
49950,1.9624
49975,1.9108
50000,1.9425
50025,1.9359
50050,1.977
50075,1.7974
50100,2.0261
50125,1.872
50150,2.0753
50175,1.8994
50200,2.0418
50225,1.8684
50250,1.9526
50275,1.9557
50300,2.0314
50325,1.8237
50350,1.9427
50375,1.9311
50400,2.0477
50425,1.8697
50450,1.9592
50475,1.8351
50500,2.0524
50525,1.846
50550,1.9608
50575,1.9119
50600,1.9573
50625,1.8385
50650,1.999
50675,1.8394
50700,1.9775
50725,1.8922
50750,1.9523
50775,1.8601
50800,2.0022
50825,1.8739
50850,1.9908
50875,1.8726
50900,1.9764
50925,1.986
50950,2.0326
50975,1.8486
51000,1.9921
51025,1.8637
51050,1.9243
51075,1.8478
51100,2.0026
51125,1.8527
51150,2.0037
51175,1.9075
51200,2.0342
51225,1.941
51250,1.9967
51275,1.9271
51300,2.0118
51325,1.9323
51350,1.9988
51375,1.9052
51400,1.9407
51425,1.8511
51450,1.9354
51475,1.8371
51500,1.979
51525,1.8723
51550,2.0051
51575,1.8768
51600,2.0395
51625,1.9109
51650,1.9318
51675,1.9311
51700,1.9744
51725,1.8364
51750,1.9668
51775,1.8523
51800,1.98
51825,1.8888
51850,1.8867
51875,1.8842
51900,1.9615
51925,1.8028
51950,2.052
51975,1.8687
52000,2.1211
52025,1.86
52050,2.0472
52075,1.866
52100,2.104
52125,1.9025
52150,2.0706
52175,1.8579
52200,2.0729
52225,1.853
52250,1.982
52275,1.8321
52300,1.9944
52325,1.8461
52350,2.0105
52375,1.8432
52400,2.0432
52425,1.9214
52450,1.9757
52475,1.8717
52500,2.0338
52525,1.8829
52550,1.9711
52575,1.9353
52600,1.9687
52625,1.8061
52650,2.016
52675,1.8527
52700,2.0277
52725,1.8776
52750,1.8894
52775,1.8279
52800,2.0746
52825,1.8061
52850,2.034
52875,1.7737
52900,2.0356
52925,1.86
52950,2.0078
52975,1.8841
53000,2.0359
53025,1.8667
53050,2.0047
53075,1.8695
53100,1.9938
53125,1.9127
53150,1.9438
53175,1.8576
53200,2.0355
53225,1.8677
53250,2.0444
53275,1.8866
53300,1.9803
53325,1.9138
53350,1.9785
53375,1.9238
53400,2.0015
53425,1.8434
53450,2.0415
53475,1.8511
53500,2.1474
53525,1.7726
53550,2.038
53575,1.837
53600,1.8755
53625,1.8295
53650,1.9596
53675,1.8116
53700,2.0068
53725,1.7946
53750,2.0791
53775,1.7684
53800,2.109
53825,1.9219
53850,1.9767
53875,1.9784
53900,2.0294
53925,1.9618
53950,2.0326
53975,1.825
54000,2.0178
54025,1.8558
54050,1.9878
54075,1.8634
54100,1.9823
54125,1.8525
54150,1.9982
54175,1.9533
54200,2.0129
54225,1.8982
54250,1.9224
54275,1.8325
54300,1.9456
54325,1.8361
54350,2.0119
54375,1.9126
54400,2.0296
54425,1.8836
54450,2.0467
54475,1.8826
54500,2.0099
54525,1.8846
54550,2.0481
54575,1.8235
54600,2.0357
54625,1.8802
54650,2.1321
54675,1.8801
54700,2.0349
54725,1.8659
54750,1.9587
54775,1.8541
54800,2.0215
54825,1.8781
54850,2.0096
54875,1.9182
54900,2.0323
54925,1.946
54950,1.9909
54975,1.913
55000,2.0585
55025,1.8737
55050,2.0249
55075,1.8868
55100,1.9521
55125,1.8343
55150,1.9242
55175,1.8962
55200,2.1343
55225,1.8403
55250,1.9825
55275,1.7954
55300,2.0083
55325,1.8509
55350,1.9571
55375,1.8219
55400,1.9663
55425,1.8915
55450,1.9467
55475,1.8937
55500,1.9648
55525,1.9745
55550,2.0258
55575,1.838
55600,2.0391
55625,1.906
55650,1.9867
55675,1.8686
55700,1.9927
55725,1.8709
55750,2.0341
55775,1.8851
55800,2.0912
55825,1.8826
55850,2.0327
55875,1.833
55900,2.0784
55925,1.7971
55950,2.0433
55975,1.8976
56000,2.0474
56025,1.9108
56050,1.9906
56075,1.915
56100,2.0
56125,1.8658
56150,1.9631
56175,1.8914
56200,2.0535
56225,1.8806
56250,2.0449
56275,1.9157
56300,1.9981
56325,1.9496
56350,1.9263
56375,1.8844
56400,1.9808
56425,1.9191
56450,1.9767
56475,1.8709
56500,2.0293
56525,1.8588
56550,2.0027
56575,1.8661
56600,2.0197
56625,1.7844
56650,2.0006
56675,1.8633
56700,1.9888
56725,1.8717
56750,1.9439
56775,1.8857
56800,2.0818
56825,1.8545
56850,2.1093
56875,1.9534
56900,1.9564
56925,1.921
56950,2.003
56975,1.8629
57000,1.9611
57025,1.8039
57050,2.0202
57075,1.8475
57100,2.0123
57125,1.9217
57150,2.0859
57175,1.8729
57200,1.9014
57225,1.9031
57250,1.9962
57275,1.882
57300,1.9847
57325,1.925
57350,2.0262
57375,1.9111
57400,2.0856
57425,1.8673
57450,1.9907
57475,1.8993
57500,2.0783
57525,1.8613
57550,2.0181
57575,1.8913
57600,2.0681
57625,1.9556
57650,2.0432
57675,1.874
57700,2.0188
57725,1.8302
57750,1.9818
57775,1.9179
57800,2.0532
57825,1.8607
57850,2.0036
57875,1.849
57900,1.9588
57925,1.8313
57950,2.0898
57975,1.8002
58000,1.9797
58025,1.8987
58050,2.0526
58075,1.8987
58100,2.0134
58125,1.873
58150,2.0584
58175,1.9262
58200,1.9962
58225,1.9191
58250,2.0166
58275,2.0018
58300,2.0522
58325,1.9243
58350,2.005
58375,1.8971
58400,2.0393
58425,1.9176
58450,2.0225
58475,1.9023
58500,2.0502
58525,1.9412
58550,2.0081
58575,1.8723
58600,2.0199
58625,1.953
58650,1.9901
58675,1.8671
58700,2.0633
58725,1.9648
58750,1.9556
58775,1.8766
58800,2.061
58825,1.8725
58850,2.0068
58875,1.8055
58900,2.0486
58925,1.932
58950,1.9346
58975,1.8601
59000,2.0778
59025,1.9305
59050,1.9759
59075,1.9724
59100,1.992
59125,1.8315
59150,1.9991
59175,1.9366
59200,2.0119
59225,1.8444
59250,2.0198
59275,1.9184
59300,2.0237
59325,1.8278
59350,2.1042
59375,1.8655
59400,1.9661
59425,1.9137
59450,1.999
59475,1.8513
59500,2.0202
59525,1.921
59550,2.0423
59575,1.8767
59600,1.979
59625,1.8932
59650,2.0719
59675,1.9055
59700,2.0201
59725,1.9271
59750,2.0336
59775,1.8617
59800,1.961
59825,1.7978
59850,2.0179
59875,1.8275
59900,2.0322
59925,1.7817
59950,2.0589
59975,1.9692
60000,2.0199
60025,1.896
60050,1.9672
60075,1.8946
60100,2.1258
60125,1.8825
60150,1.9533
60175,1.8277
60200,1.9499
60225,1.9163
60250,2.0176
60275,1.8228
60300,2.0371
60325,1.8296
60350,2.0349
60375,1.9179
60400,1.9929
60425,1.9611
60450,1.9718
60475,1.958
60500,1.9672
60525,1.892
60550,2.0414
60575,1.8941
60600,2.0495
60625,1.8394
60650,2.01
60675,1.8877
60700,2.0169
60725,1.9436
60750,2.0925
60775,1.903
60800,2.0352
60825,1.9023
60850,2.0559
60875,1.874
60900,2.0766
60925,1.9152
60950,2.0875
60975,1.8949
61000,2.086
61025,1.9011
61050,2.057
61075,1.9593
61100,1.9481
61125,1.8785
61150,2.0528
61175,1.9039
61200,2.0194
61225,1.9493
61250,2.0028
61275,1.8864
61300,2.0022
61325,1.8923
61350,2.0546
61375,1.8817
61400,2.0628
61425,1.8681
61450,2.0023
61475,1.9055
61500,1.9691
61525,1.9335
61550,1.975
61575,1.918
61600,1.9833
61625,1.8745
61650,1.9864
61675,1.878
61700,1.9899
61725,1.8283
61750,2.0053
61775,1.8554
61800,2.0232
61825,1.9163
61850,1.9972
61875,1.8937
61900,2.0329
61925,1.9267
61950,2.0327
61975,1.8333
62000,1.9689
62025,1.9039
62050,1.9712
62075,1.9421
62100,2.0096
62125,1.8558
62150,2.0152
62175,1.9124
62200,1.9892
62225,1.8878
62250,2.0604
62275,1.8315
62300,2.0213
62325,1.9005
62350,2.0162
62375,1.7681
62400,2.0647
62425,1.8814
62450,1.9851
62475,1.9098
62500,2.0551
62525,1.9407
62550,2.0222
62575,1.9167
62600,2.0479
62625,1.9477
62650,2.0416
62675,1.948
62700,1.9395
62725,1.9158
62750,1.9839
62775,1.9097
62800,2.0092
62825,1.8953
62850,2.0215
62875,1.8881
62900,1.9735
62925,1.8647
62950,1.9972
62975,1.8909
63000,1.9393
63025,1.9658
63050,1.9971
63075,1.8725
63100,2.0612
63125,1.9734
63150,1.966
63175,1.8655
63200,2.0498
63225,1.9363
63250,1.9626
63275,1.8972
63300,2.0618
63325,1.8884
63350,2.0705
63375,1.8645
63400,2.0102
63425,1.931
63450,2.0496
63475,1.872
63500,2.0614
63525,1.9463
63550,1.996
63575,1.9224
63600,2.071
63625,1.9209
63650,2.1007
63675,1.8347
63700,2.0722
63725,1.9214
63750,2.0097
63775,2.0421
63800,1.9629
63825,1.9161
63850,1.9968
63875,1.8548
63900,1.9968
63925,1.9489
63950,1.9636
63975,1.8305
64000,2.0046
64025,1.9584
64050,2.0493
64075,1.9049
64100,2.0863
64125,1.9014
64150,1.9939
64175,1.9682
64200,2.0308
64225,1.9368
64250,2.0761
64275,1.9252
64300,2.0049
64325,1.8755
64350,1.9863
64375,1.8807
64400,2.0787
64425,1.934
64450,2.0253
64475,1.9264
64500,1.9803
64525,1.8215
64550,2.0087
64575,1.912
64600,1.9683
64625,1.8902
64650,2.0196
64675,1.9437
64700,2.033
64725,1.9002
64750,2.0272
64775,1.9232
64800,1.9799
64825,1.9317
64850,2.0557
64875,1.9171
64900,2.0825
64925,1.9588
64950,2.0788
64975,1.8659
65000,1.9605
65025,1.881
65050,1.9523
65075,1.8866
65100,2.0035
65125,1.9638
65150,2.0451
65175,1.8894
65200,2.0403
65225,1.9087
65250,1.9772
65275,1.8311
65300,2.008
65325,1.9426
65350,2.0697
65375,1.8771
65400,2.0309
65425,1.9179
65450,2.0263
65475,1.9606
65500,2.1054
65525,1.9648
65550,2.0259
65575,1.8422
65600,1.9985
65625,1.8689
65650,1.9495
65675,1.8999
65700,2.0359
65725,1.9251
65750,1.9304
65775,1.9636
65800,2.0191
65825,1.841
65850,1.9887
65875,1.9769
65900,2.064
65925,1.9884
65950,2.078
65975,2.0002
66000,2.0031
66025,2.0124
66050,1.9985
66075,1.9415
66100,1.9657
66125,1.9951
66150,2.0581
66175,1.8653
66200,2.0918
66225,1.9189
66250,2.0284
66275,1.9342
66300,2.0904
66325,1.9407
66350,2.0152
66375,1.9351
66400,1.9666
66425,1.8595
66450,2.035
66475,1.9067
66500,2.0265
66525,1.8427
66550,1.9942
66575,1.91
66600,2.0235
66625,1.8779
66650,2.0702
66675,1.8693
66700,1.9721
66725,1.9379
66750,1.9835
66775,1.8882
66800,2.0431
66825,1.8778
66850,2.0491
66875,2.012
66900,1.9929
66925,1.9219
66950,1.9572
66975,1.967
67000,2.1056
67025,1.9023
67050,2.0511
67075,1.9245
67100,2.0754
67125,1.904
67150,2.0216
67175,1.889
67200,2.1057
67225,1.8746
67250,2.0316
67275,1.8797
67300,2.0766
67325,1.9118
67350,1.8763
67375,1.8632
67400,2.0743
67425,1.8928
67450,2.0073
67475,1.8693
67500,2.0827
67525,1.9425
67550,2.0509
67575,1.9547
67600,2.1416
67625,1.9619
67650,2.048
67675,1.912
67700,2.0078
67725,1.8664
67750,2.0493
67775,1.8657
67800,2.0573
67825,1.8838
67850,1.9634
67875,1.8774
67900,2.1133
67925,1.9638
67950,2.0189
67975,1.9419
68000,2.0922
68025,1.9586
68050,2.0177
68075,1.9346
68100,2.0429
68125,1.8816
68150,2.0336
68175,1.9701
68200,2.017
68225,1.9391
68250,1.9702
68275,1.8832
68300,2.1252
68325,1.931
68350,2.0937
68375,1.9763
68400,2.0844
68425,1.893
68450,2.0435
68475,1.9244
68500,2.0686
68525,1.9331
68550,2.0537
68575,1.9731
68600,2.0526
68625,1.9481
68650,1.9882
68675,1.8553
68700,2.026
68725,1.8897
68750,2.0821
68775,1.9286
68800,1.9958
68825,1.9345
68850,2.0758
68875,1.9304
68900,1.9806
68925,1.8614
68950,1.9832
68975,1.904
69000,2.0686
69025,1.9232
69050,2.0387
69075,1.9386
69100,2.037
69125,1.8755
69150,1.9848
69175,1.8236
69200,2.0505
69225,1.9601
69250,2.0159
69275,1.8999
69300,1.9876
69325,2.0291
69350,1.9772
69375,1.9571
69400,2.0363
69425,1.9379
69450,2.0318
69475,1.9513
69500,2.0819
69525,1.8929
69550,2.1347
69575,1.9741
69600,2.0183
69625,1.8773
69650,2.0742
69675,1.8994
69700,2.0328
69725,1.9519
69750,1.9854
69775,1.8405
69800,2.0404
69825,1.9242
69850,2.0595
69875,1.9082
69900,1.9988
69925,1.9386
69950,2.0178
69975,1.907
70000,2.0096
70025,1.9071
70050,2.0248
70075,1.953
70100,2.0322
70125,1.851
70150,2.0238
70175,1.8498
70200,2.0164
70225,1.8738
70250,2.1261
70275,1.9839
70300,2.0201
70325,1.9265
70350,2.0681
70375,1.9191
70400,2.0413
70425,1.9025
70450,2.0695
70475,1.9009
70500,2.0034
70525,1.9078
70550,1.9964
70575,1.9762
70600,2.0487
70625,1.9739
70650,2.024
70675,2.0308
70700,1.9457
70725,1.8801
70750,1.9902
70775,1.9479
70800,1.9566
70825,1.9406
70850,1.9422
70875,1.9214
70900,2.0409
70925,1.9267
70950,2.0588
70975,1.9662
71000,2.1028
71025,1.9274
71050,2.0931
71075,1.9545
71100,2.0202
71125,2.031
71150,2.0956
71175,1.8837
71200,2.0652
71225,1.8457
71250,2.1369
71275,1.8734
71300,2.0399
71325,1.8974
71350,2.0428
71375,1.9164
71400,2.0717
71425,1.9154
71450,2.0248
71475,1.9031
71500,2.0252
71525,1.9011
71550,2.021
71575,1.9159
71600,2.0977
71625,1.9169
71650,2.0493
71675,1.8761
71700,2.0031
71725,1.9055
71750,2.0764
71775,1.9396
71800,2.0017
71825,1.9379
71850,2.041
71875,1.895
71900,2.0809
71925,1.8567
71950,2.0026
71975,1.9071
72000,2.0204
72025,1.9534
72050,2.0276
72075,1.8816
72100,2.057
72125,1.9057
72150,2.0014
72175,1.9265
72200,2.0711
72225,1.8895
72250,2.0213
72275,1.9287
72300,2.1005
72325,1.9049
72350,2.1376
72375,1.9255
72400,1.9739
72425,1.9698
72450,2.0419
72475,1.8369
72500,2.0015
72525,1.9092
72550,2.1046
72575,1.9413
72600,2.0795
72625,1.9644
72650,2.1007
72675,1.8764
72700,2.0007
72725,1.9466
72750,2.1011
72775,2.0067
72800,2.0993
72825,1.9236
72850,2.0306
72875,1.8946
72900,1.9789
72925,1.8702
72950,2.0236
72975,1.92
73000,2.024
73025,1.9112
73050,2.0808
73075,1.937
73100,2.173
73125,1.92
73150,2.1098
73175,1.9259
73200,1.958
73225,1.9179
73250,2.0872
73275,1.8245
73300,2.0506
73325,1.8823
73350,2.0698
73375,1.8848
73400,2.083
73425,1.9979
73450,1.9946
73475,1.9261
73500,2.0655
73525,1.8904
73550,1.9806
73575,1.9115
73600,1.9894
73625,1.8981
73650,2.0229
73675,1.9389
73700,1.9935
73725,1.9331
73750,2.047
73775,1.9768
73800,2.0759
73825,1.8399
73850,2.0051
73875,1.9521
73900,2.0878
73925,2.0123
73950,2.0924
73975,1.9153
74000,1.9566
74025,1.9346
74050,2.0269
74075,1.9538
74100,2.1138
74125,1.9523
74150,2.0426
74175,1.8941
74200,2.0345
74225,1.9398
74250,2.0604
74275,1.836
74300,2.1229
74325,1.9335
74350,2.0174
74375,1.9655
74400,2.0664
74425,1.9391
74450,2.1271
74475,2.0143
74500,1.9995
74525,1.9599
74550,2.0711
74575,1.9142
74583,1.9142
